210,0
239,0
461,0
590,1
320,0
114,1
268,0
521,0
553,1
675,0
25,0
88,1
1159,0
1002,1
1052,0
1072,0
308,1
146,1
445,1
45,1
1272,1
160,0
791,1
779,1
106,1
1164,0
1287,1
1170,1
711,0
423,0
732,0
953,0
558,1
542,1
1195,0
330,0
51,1
205,1
534,0
821,1
568,1
111,0
1043,0
968,0
526,1
24,0
156,1
530,0
416,1
664,1
689,1
356,0
911,0
1291,0
861,0
551,1
266,0
935,0
105,1
420,0
1010,1
1237,1
431,0
164,0
631,0
1036,0
531,0
28,0
325,0
389,1
1135,0
1230,0
770,0
552,1
1224,1
731,0
703,0
588,1
44,1
1247,1
508,0
301,1
1158,0
438,0
1071,0
709,0
901,0
751,1
155,1
626,1
923,0
57,0
632,1
339,0
374,1
875,1
715,1
932,0
979,0
1172,1
189,1
1228,1
1022,0
1221,1
684,0
620,1
1067,0
865,1
163,0
1238,1
546,1
165,0
577,1
270,0
61,0
136,0
395,1
527,0
1111,1
682,0
81,1
1152,1
360,1
32,0
133,1
1061,0
64,1
976,0
900,0
987,0
450,1
149,1
1155,0
1031,1
1189,1
509,1
970,1
999,0
258,1
434,1
880,1
290,0
1257,1
219,1
896,1
517,0
167,1
977,0
370,0
1297,0
85,0
661,0
427,1
384,1
772,1
984,1
107,0
1103,0
837,1
986,0
490,0
463,0
125,0
996,0
710,1
398,1
296,1
1088,0
606,1
728,1
943,0
615,0
1256,0
670,0
73,1
819,1
1203,0
46,0
1025,1
288,0
1150,0
98,1
644,1
533,0
893,0
639,0
1279,1
147,1
401,0
1049,0
891,1
924,0
574,1
436,1
382,1
636,0
1005,0
279,0
585,1
947,0
773,1
608,0
1265,1
520,1
1174,1
240,0
1000,0
904,1
221,1
244,1
614,0
808,1
1193,0
584,1
599,0
624,0
1021,0
1079,0
52,0
832,1
622,0
41,0
954,0
740,0
253,1
218,0
359,1
708,0
1144,0
860,0
669,0
848,1
1096,0
315,0
272,0
680,1
238,0
117,1
264,0
175,1
918,1
204,1
231,0
983,0
1304,0
363,0
650,1
856,1
718,0
197,1
467,0
1113,0
537,1
209,1
1177,0
510,0
171,1
652,0
335,1
725,1
72,0
1248,1
1051,1
480,1
784,1
1226,1
730,0
265,1
746,0
413,0
227,0
512,0
1223,0
414,1
381,0
789,1
997,0
686,0
888,1
311,1
764,1
853,1
448,1
482,0
181,1
166,1
1089,0
422,0
857,1
1109,0
378,0
202,1
217,1
1070,0
1069,1
329,0
412,1
1161,1
723,1
229,1
827,1
184,1
366,0
424,1
8,0
1019,0
159,1
798,1
1251,0
1153,1
1133,1
766,0
1140,0
742,1
100,1
1033,0
10,0
449,1
1216,1
941,0
908,0
489,0
591,0
263,0
153,1
271,0
702,1
1264,1
980,0
367,0
697,0
462,1
1097,1
322,0
1007,0
1240,1
1073,1
672,1
572,0
282,1
1198,0
1075,0
302,0
1179,0
641,0
1121,0
483,0
566,1
596,0
816,1
291,0
233,0
1169,1
1016,0
934,1
1250,1
109,1
774,0
1093,0
287,0
874,1
255,1
1138,1
235,1
906,1
945,0
1011,1
642,0
1168,0
123,0
206,1
1120,0
982,0
1068,0
1178,0
524,0
373,1
494,0
583,1
1183,1
1295,0
1151,1
949,0
252,1
501,0
193,1
1286,1
377,0
358,0
310,1
203,1
1057,0
349,0
337,1
433,1
312,0
278,1
724,0
623,0
1142,0
960,1
1275,0
913,0
714,0
334,1
858,0
476,0
581,1
1115,1
607,1
161,1
1087,0
565,1
27,0
150,1
208,1
59,0
1208,0
42,1
1123,0
1281,0
254,1
455,0
1278,1
1105,0
616,1
1085,0
576,1
3,0
931,0
677,0
224,0
570,1
547,1
869,1
248,1
925,0
884,1
305,0
543,1
1134,1
1162,0
496,0
371,1
564,0
719,0
939,0
928,1
1098,1
1294,0
1220,0
1017,0
1006,1
327,1
825,1
1289,0
